;汉字	;希顶	备注	汉希提示	希汉提示
慔	mAY			
慔	Ymo	旧拼写	-	-
慖	Ygo			
慙	FH2			
慛	YDuV			
慞	zTY			
慠	4iLY			
慡	4uTY			
慤	FgAn			
慯	suTY			
慻	Yju2			-
慽	NLY			
憀	vLY			
憁	YDu3			
憂	n6			-
憆	YtT			
憝	FF8			
憞	YF8			
憟	Ycio			
憡	HueY			
憣	Yfi2			
憥	lLF			
憦	lLY			
憯	BYY			
憱	j6Y			
憶	Y5L			
憶	Y5E	旧拼写	-	-
懁	fi2Y			
懅	5iVY			
懆	kiLY			
懇	Fk8v			
應	FH3			
懎	sueY			
懓	4YY			
懖	kioF			
懜	Ymi3b			
懝	YNE			
懞	Ym3			
懤	YD6			
懮	Yn6			
懱	mieY			
懹	rTY			
懺	xuYY			
懺	Yk1	旧拼写	-	-
懽	B2Y			
懽	fi6Y	旧拼写	-	-
戄	NieY			
戉	yuoH			
戙	d3l			
戨	lgeH			
戯	lkE			
扙	8FiT			
扚	8suL			
扠	Da8			
扢	ge8			
扻	ki28			
抅	8g6			
抌	FiY8			
抐	8rV			
抣	538			
抦	bi88			
抩	8r2			
抪	8b3			
抮	z88			
抲	hie8			
抾	8qA			
拕	tio8			
拚	ciY8			
拝	bYH			-
拝	bY8	旧拼写	-	-
拫	h88			
拵	84u8			
拺	Hue8			
挄	8BT			
挋	ci88			
挌	8gie			
挏	d38			
挐	jrA			
挐	8rA	旧拼写	-	-
挒	8lie			
挢	8quL			
挩	8suV			
挭	8gi8			
挱	sa8			
挱	8so	suō，旧拼写	-	-
挷	8bT			
挸	8jV			
挸	8jVH	旧拼写	-	-
捁	kiA8			
捒	8s3			
捗	8kia			
捛	vio8			
捰	lio8			
捱	ya8			
捲	quo8	quán		
捲	8ju2	juǎn		
捲	quo8H	旧拼写	-	-
捳	87Y			
捹	b88			
掁	BiT8			
掃	8sL			-
掆	8gT			
掍	fi88			
掓	8cL			
掔	k18			
掕	vi88			
掛	8Bia			-
掝	8hio			
掟	di88			
採	8DuY			
掯	8k8			
掶	g88			
掹	m38			
掻	nuL8			-
掽	4u38			
掿	nuo8			
揇	8n2			
揈	hu38			
揌	suY8			
揎	8xu2			
揓	8tof			
揗	F88			
揙	8bi2			
揜	84i2			
揝	H28			
揞	Ni28			
揟	xA8			
揢	ce8			
揦	8la			
揦	nua8	旧拼写	-	-
揲	die8			
揵	8juY			
揹	8biV			
揾	w88			
搆	g68			
搈	8r3			
搉	que8			
搙	8rua			
搧	8cie			
搫	jb2			
搫	8b2H	旧拼写	-	-
搯	8tL			
搵	w88			-
搷	7ie8			
搸	Hu88			
搿	giej			
搿	gie8	旧拼写	-	-
摋	8sa			
摡	8gY			
摥	tiT8			
摪	8jT			
摮	4iLj			
摮	4iL8	旧拼写	-	-
摱	8m2			
摲	8H2			
摵	N68			
摶	8zu2			-
摷	DL8			
摺	5ia8			-
摾	8qT			
撀	Fi3j			
撀	Fi38	旧拼写	-	-
撆	piej			
撆	pie8H	旧拼写	-	-
撉	jF8			
撉	8F8	旧拼写	-	-
撗	hiT8			
撘	8da2			
撣	d28			-
撴	8F8			
撶	8fa			
撽	juL8			
擁	y38			-
擓	84V			-
擗	8pa			
擙	84L			
據	5iV8			-
擝	8mi3			
擩	rA8			
擬	8NE			-
擭	ho8			
擸	lia8			
攂	8liV			
攃	8huY			
攋	8liY			
攌	8fi2m			
攍	y88			
攎	8viaH			
攭	vV8			
攴	2piA			
攵	meH			
攼	rgi2	gān		
攼	hi2rH	hàn		
敁	diV7			
敄	wi6H	wù		
敄	rmiY	móu		
敄	NmiY	móu，旧拼写	-	-
敟	rFi2			
敤	kie7			
敺	rFi6			
敾	rci2			
斏	lTr			
斣	7kiAH			
斣	4d6	旧拼写	-	-
斮	Duo7			
斮	Duoj	旧拼写	-	-
斻	hTf			
斿	76H			
旈	li6fH			
旊	7fTH			
旊	7fTV	旧拼写	-	-
旙	ffi2H			
旛	ffi2			
旝	fcY			
旳	bde			
旽	b78			
昐	bf8			
昘	bfTH			
昜	yTH			
昞	bi8bH			
昬	bmi8			
昲	fVb			
昷	w8H			
昸	bdi3			
晀	tiLb			
晄	fTb			
晇	bca			
晘	bh2			
晧	hiLbH			
晬	bzuV			
晲	nEb			
晹	b5iT			
晻	4i2b			
晽	li8b			
暃	bfV			
暏	F6b			
暘	yTb			-
暙	bDu8			
暚	yLb			
暠	bgL	gǎo/gào		
暠	hLb	hào		
暡	bw3			
暪	m2b			
暯	bmo			
暰	bD3			
暸	liLb			
暻	bNi8			
曃	diYb			
曊	bfVx			
曘	rAb			
曚	bm3			
曤	hiob			
曪	blo			
曵	5ieH			-
朁	BYH			
朅	qhe			
朊	ru2e			
朌	ef8			
朖	lTe			
朥	lLe			
朲	r8c			
朷	cdL			
朻	7i6c			
朿	HueH			
杅	cyA			
杊	xu8c			
杍	cHL			
杗	mTcH			
杗	mTc	旧拼写	-	-
杚	gec			
杺	c53			
枂	cyue			
枆	cmL			
枊	4Tc			
枌	cf8			
枓	cd6			
枛	czua			
枱	ctY			
枼	dieH			
柆	lac			
柋	cdY			
柌	cHo			
柕	cmiY			
柛	cs8			
柣	di2c			
柤	ciac			
柧	giAc			
柨	cb3			
柭	fAc			
柮	doc			
柶	cHe			
柸	cpE			
柺	cBiY			
査	zuaH			
栕	ci8c			
栢	cbiY			
栧	5iec			
栨	cHuV			
栫	c4u8			
栭	cnuY			
栰	cha			
栱	cgi3			
桍	cca			
桏	q3c			
桖	cnV			
桙	cm6			
桬	sacH			
桬	sac	旧拼写	-	-
桭	H8c	zhēn		
桭	cBi8	chén		
桼	qVH			
桾	cju8			
梇	l3c			
梋	ju2c			
梍	viLc			
梒	chi2			
梛	cna			
條	VtiL			
梤	cwf8			
梪	cdi6			
梱	c8c			
梶	cwe			
梹	cbi8			
棏	Fec			
棑	bi3c	bèi		
棑	pYc	pái		
棔	cfi8			
棝	cga			
棴	c4iV			
椂	clA			
椄	cqY			
椈	NAc			
椊	DuVc	cuì		
椊	czuV	zuó		
椌	ck3			
椔	HuYc			
椗	di8c			
椛	cyfia			
椡	FLc			
椥	cHa			
椦	cquol			
椦	quoc	旧拼写	-	-
椩	g8c			
椯	DuYc			
椱	ckiY			
椷	cf6			
楀	kTc			
楃	cwio			
楄	cpi2			
楇	goc			
楉	roc			
楛	ckAy			
業	cp6			
楱	Du6c			
極	c4uE			-
楻	cfiT			
楾	cquo			
榀	chu8			
榐	Hu2c			
榘	7NiA			
榙	7iac			
榚	gLc			
榟	cHuVf			
榠	m8c			
榡	cci6			
榥	fiTc			
榦	hYc			-
榦	cgi2H	旧拼写	-	-
榶	ctiT			
榼	coc			
槀	cgLH			
槂	csu8			
槄	ctL			
構	g6c			
槡	csT			
槦	yu3c			
槨	cgio1			
槩	cgYH			
槵	cfi6			
槺	ckiT			
槾	cm2			
樃	cvT			
樍	cze			
樎	ckiV			
樑	cvTc			
樔	DLc			
樕	c6c			
標	biLc			-
樛	vLc			
樠	m2c			
樢	cnuLH			
樣	yuTc			-
樤	ctiL			
樧	csa			
樬	cDu3			
樰	cxue			
樶	czV			
橈	ruLc			-
橍	cruV			
橎	cfi2			
橓	su8c			
橔	cF8			
橗	cmi3			
橚	xuLc	xiāo/qiū		
橚	cc6	sù		
橧	D8c	céng		
橧	H3c	zēng		
橨	f8c			
橪	cru2			
橭	cgA			
橯	lLc			
橵	csua			
橷	d6c			
橿	jTc			
檊	chYc			
檊	c7gi2	旧拼写	-	-
檤	dLc			
檦	lbiLc			
檮	cD6			
檼	cnuo			
櫂	cd1			
櫈	cnd8			
櫌	cn6			
櫐	cliV			
櫖	cvia			
櫯	cHco			
櫯	cco	旧拼写	-	-
櫱	cnue			-
櫴	cliY			
櫵	cjuL			
欀	kiTc			
欃	Du2c			
權	qu2c			-
欜	cnT			
欩	BLr			
欱	rhieH			
欴	lTrH			
欵	c2r			
欶	c6H			
欷	rxE			
歁	rki2			
歂	DuYrH			
歔	rxA			
歕	p3r			
歠	rDuo			
歡	fi6r			-
歩	kia			-
歵	Dze			
殀	yuLt			
殀	yuLtH	旧拼写	-	-
殏	tq6			
殙	tfi8			
殧	j6t			
殭	jTt			
殸	Fi3H			
殺	7sa			
殻	gAn			-
毈	nF2			
毈	F2q	旧拼写	-	-
毘	pE4			-
毘	pE4H	旧拼写	-	-
毚	Du2H			
毢	j5a			
毧	ru3j			
毬	jq6			
毭	jdi6			
毸	suYj			
毺	c3j			-
毾	taj			
氎	FiTj			
気	N6			-
気	xN6	旧拼写	-	-
氜	6rE			
氣	N6			-
氣	hN6	旧拼写	-	-
氭	6d3			
氵	Ek2			
氻	leE			
氽	r8E			
汃	baE			
汃	paEH	pà，旧拼写	-	-
汎	f2E			
汏	Eda			
汒	mTE			
汢	EtA			
汣	Ej6			
汮	58E			
汸	EfT			
沑	n6E			
沖	Du3E			-
沜	Epie			
沞	huaE			
沬	mVE			
沲	toE			
沵	miaE			
泀	EHo			
泆	di2E	dié		
泆	5YE	yì		
泑	E76			
泒	giAE			
泝	Eto			
泧	yuoE			
泩	Esu3			
泬	ExuY			
泶	xue6			
泶	xueE	旧拼写	-	-
洃	EhV			
洉	Eh6			
洐	x8E			
洜	lo6			
洝	ENi2			
洠	Em6			
洡	liVE			
洩	5ieE			
洶	Elx3			
浀	EFE			
浄	Ni8EH			
浄	Ni8E	旧拼写	-	-
浌	Eha			
浗	Eq6			
浢	Edi6			
浫	Ehi2f			
浵	Ete			
浺	EDu3Y			
浻	Eju3V			
涃	c8E			
涚	EsuV			
涥	Eh8			
涬	x3E			
涭	s6E			
涰	EDuo			
涳	Ek3			
涼	liTEH			
涽	Efi8			
涾	Eta			
淁	EqY			
淂	FeE			
淓	EyfT			
淔	EH6			
淚	vEE			-
淰	Enu2			
淿	Eme			
渀	b8E			
渃	roE			
渖	s8E			
渵	EmiL			
渽	zYE			
渿	nuYE			
湠	7YE			
湥	tiAE			
湧	Elyu3			
湱	Eh1			
湳	En2			
湶	Equo			
湼	neE			-
溋	Hu3E			
溔	gLE			
溗	Ec3			
溝	g6E			
溡	HTE			
溬	EquT			
溸	Eci6			
滈	hLE			
滒	Ege			
滜	giLE			
滱	Eki6			
滳	ciTE			
滶	4iLE			
滽	yu3E			
滾	B8E			-
漅	DLE			
漛	t8E			
漟	EtT			
漢	fEE			-
漥	Ewaf			
漮	EkiT			
潌	EHY			
潌	hu6E	旧拼写	-	-
潌	fHYE	旧拼写	-	-
潎	pieE			
潒	ExuT			
潕	Ew6			-
潚	Ec6			
潠	zu2E			
潡	EF8			
潥	Ecio			
潶	EhE			
潻	Eco			
澔	EhiLb			
澤	zeE			-
澮	EcY			
澯	gEE			
澱	EFie			
濄	goE	guō		
濄	Ewoz	wō		
濆	p3E	pēn		-
濆	f8E	fén		-
濎	d8E			
濖	cioE			
濛	Em3			
濢	EzuV	zuǐ		
濢	EDuVn	cuì		
濨	EHVF			
濨	HVEF	旧拼写	-	-
濲	EgAc			
瀎	mieE			
瀖	hioE			
瀙	EFi8			
瀞	ENi8q			
瀦	EzAv			-
瀦	EHAv	旧拼写	-	-
瀦	HAEv	旧拼写	-	-
瀻	EFiY			
灀	EsuT			
灆	Evi2y			
灉	w3E			
灘	Et2			-
灡	El2y			
灨	g2E			
炃	xf8			
炞	bi2x			
炠	4ax			
炤	xzL			
炰	pLxH			
炲	xtYH			
炲	xHtY	旧拼写	-	-
炴	xyTH			
炿	xzu6			
烌	xx6			
烖	zYxH			
烱	xju3V			
烸	hiYx			
焅	kiAx			
焒	viox			
焝	xfi8			
焠	DuVx			
焪	xq3			
焮	xki8r			
焵	xgT			
焾	xnu2			
焿	g8xH			
煈	xf3			
煙	y2x			-
煪	qu6xH			
煱	Biax			
煹	g6x			
煻	xtiT			
煾	x48			
熀	fiTx			
熆	fox			
熣	xDuV			
熯	fEx			
熳	xm2			
熴	xwc8			
熷	H3xH			
熺	x5oH			
燈	xd8			
燉	xF8			
燌	f8x			
燐	v8x			
燦	gEx			-
燨	x5Y			
燶	xn3			
燸	rAx			
燻	5i8x			
燿	ciLx			
爃	xru3			
爘	xgEL			
爙	rTx			
爧	xvi8			
爮	pLjH			
爼	ciax			
牑	pbi2			
牑	qbi2	旧拼写	-	-
牓	bTp			
牞	leg			
牠	tiag			
牳	gmA			
牸	gHL			
犅	ggT			
犖	lLg			-
犖	xnu6	旧拼写	-	-
犜	gF8			
犮	fAH			
犳	kLvH			
犵	gev			
犺	vkT			
犼	k3v			
狇	vmiA			
狌	xu3v			
狚	vd2			
狜	kAv			
狣	vzuL			
狫	vlL			
猀	sav			
猂	vhi2			
猅	pYv			
猋	4uEH			
猋	3quV	旧拼写	-	-
猑	vc8			
猓	vgio			
猵	vbi2			
猸	vmiV			
獊	vDuT			
獌	vm2			
獔	giLv			
獖	f8v			
獤	vF8			
獽	rTv			
玏	le3			
玐	ba3			
玗	3yA			
玣	bi23			
玵	3g2			
玽	3gi6			
珃	3r2			
珆	3tY			
珮	3pV			
珯	3lL			
珴	4io3			
琌	4i33			
琌	34i3	旧拼写	-	-
琍	3vV			
琓	wT3			
琖	rY3			
琗	DuV3			
琠	7e3			
琣	piV3			
琱	diL3			
琽	F63			
瑍	3fY			
瑒	yT3			
瑠	3li6			
瑡	3nuV			
瑥	w83			
瑫	3tL			
瑯	3lT			
瑸	3bi8			
瑼	3zu2			
璓	3yxu6			
璔	H33			
璛	3c6			
璯	3cY			
環	fi23			-
璻	3zuV			
瓅	vY3			-
瓬	7fT			
瓭	FiY7			
瓹	ju27			
甂	7bi2			
甂	7bi2H	旧拼写	-	-
甂	7Hbi2	旧拼写	-	-
甆	HV7			
甊	7l6H			-
甙	7g2			
甛	ti2LH			
甛	ti24H	旧拼写	-	-
甼	ti84H			
甼	4di8H	旧拼写	-	-
畐	4iTH			
畑	xtie			
畘	4r2			
畟	raH			
畠	btie			
畡	gY4			
異	NiVH			-
畺	jTH			
畼	DuT4H			-
畾	liV			
疊	FiT4			
疋	Hd2			
疋	d2H	旧拼写	-	-
疌	juoH			
疒	bi8tH			
疒	tH	旧拼写	-	-
疘	gTt			
疛	zu6t			
疨	tya			
疺	bet	biǎn		
疺	thia	fá		
疿	fVt			
痀	tgi6			-
痁	diVt			
痖	tyua			
痚	txuL			
痜	tti6			
痭	b3t			
痮	tzT			
痷	4i2t			
瘄	Duot			
瘈	Het			
瘧	tnueE			
療	liLt			-
癑	tn3			
癒	t7o			
癕	y3t			
癝	tl8			
發	pio			-
皅	pab			
皉	bHV			
皊	bli8H			
皒	4iob			
皜	hLbH			
皠	bDuV			
皰	pLj			
皶	zuaj			
盤	pe4			
盳	mTTH			
盻	TcE			
眆	TfT			
眏	TyT			
眒	Ts8			
眔	Bi2H			
眕	z8T			
眛	mVT			
眧	BLT			
眪	bi8T			
眫	piTT			
眳	mi8T			
眻	TyuT			
眻	TyuTH	旧拼写	-	-
睆	huYT			
睉	DoT			
睊	ju2T			
睏	c8T			
睒	TyuV			
睘	fi2H			
睟	TzuV			
睧	Tfi8			
睪	zeH			
睱	xaT			
睲	Tx8			
睴	hi8T			
睶	TDu8			
睺	Thi6			
瞕	zTT			
瞗	TFiL			
瞞	m2T			-
瞤	TruV			
瞮	DeT			
矅	ciLT			
矴	sdi8			
矷	sHL			
矽	s5ia			
砊	skT			
砏	p2s	pīn		
砏	sf8	fēn		
砦	sHV			
砩	fVs			
砲	pLs			
硂	squ2			
硑	pi8s			
硓	slL			
硠	lTs			
硶	4i3s			
硷	j2s			
硻	k1s			
硾	sDV			
碁	sqE			
碊	rYs			
碷	F8s			
磃	g1s			
磆	fias			
磞	swp3			
磦	biLs			
磪	sDuV			
磳	H3s			
磺	hiTs			
礃	ssTj			
礃	sruT	旧拼写	-	-
礋	zes			
礠	sHVF			
礡	bios			
礣	mies			
礤	shuY			
礽	ru8u			
礽	ru8t	旧拼写	-	-
祂	tiau			
祂	tiat	旧拼写	-	-
祒	7iLu			
祒	7iLt	旧拼写	-	-
祤	Fau			
祤	Fat	旧拼写	-	-
祰	ugiL			
祰	tgiL	旧拼写	-	-
祱	usuV			
祱	tsuV	旧拼写	-	-
祴	uN2			
祴	tN2	旧拼写	-	-
祻	uga			
祻	tgaH	旧拼写	-	-
祽	uzuV			
祽	tzuV	旧拼写	-	-
禞	ugL			
禞	tgL	旧拼写	-	-
禴	4ueu			
禴	4uet	旧拼写	-	-
秂	r8h			
秄	hHLH			
秅	Duah			
秎	hf8H			
秙	kAh			
秚	hbiT			
秥	n2hH			
秨	zoh			
秳	kioh			
秴	gieh			
秺	hzuY			
秿	bAh			
稒	hga			
稨	hbi2			
穀	gAh			-
穅	hkiTH			
穘	ruLh			
穤	nohH			
穮	4uLh			
窆	bef			
窉	bi8f			
窪	fwaE			
窱	ftiL			
窽	fc2r			
窾	c2f			
竄	lief			
竅	4iLf			
竕	ff8			
竨	FTf			
竪	k1f			-
竬	kTf			
竲	D8f			
竲	H3f	旧拼写	-	-
竳	fd8			
竸	2j8			-
笍	2rV			
笐	hT2			
笒	4i32			
笗	2di3			
笡	qe2			
笵	fe2			-
笷	2miT			
筁	FE2			
筈	2kio			
筎	2rA			
筕	5e2			
筕	2hT	旧拼写	-	-
筰	2zoV			
筳	2ti8			
箁	piV2	póu		
箁	kia2	bù		
箄	2bV			
箄	2pY	旧拼写	-	-
箝	2g2			
箠	2DV			
箣	2Huel			
箤	2zuV			
箯	pi22			
箳	2pi8p			
箵	25e			
篂	2x8			
範	2feq			-
篅	DuY2			
篎	2miLT			
篖	2tiT			
篞	2ne			
篠	2tiL			
篬	2DuT			
篰	kia2			-
篹	2su2			
篻	biL2	biāo		
篻	2piLH	piǎo		
簆	2ki6			
簓	diL2			
簙	2biop			
簦	2d8			
簨	zu22			
簬	2vo			
簲	epY			
簺	sY2			
簼	2g68			
籇	2hL			
籈	7i32			
籐	2t86			
籓	2p2			
籣	l22			
籹	hnA			
籿	Du8h			
粀	hFiT			
粄	b2h			
粆	DuLh	chǎo		
粆	sah	shā		
粇	hkT			
粦	v8H			
粧	hzuT			
粨	hbiY			
粩	hlL			
粫	hnuY			
糄	hbi2H			
糛	htT			
糥	hnoh			
糥	nohh	旧拼写	-	-
糩	hcY			
糸	nuTu			
糸	nuTa	旧拼写	-	-
紃	xu8a			-
紘	ah3			-
紝	aru8			-
紮	zau			
紱	fAa			-
紸	aka			
経	j8a			-
経	aBY	旧拼写	-	-
絔	4uoa	mò		
絔	abiY	bǎi		
絘	aHuV			
絙	f6a			
絙	gi8a	旧拼写	-	-
絚	gi8a			
絟	su2a			
絩	tiLa			
絩	tiYa	旧拼写	-	-
絯	gYa	gāi		
絯	ahY	hài		
絴	xTa			
絾	aD8			
綎	ati8			-
綑	c8a			
綯	tLa			-
網	wiTa			-
緄	Bi8a			
緈	x3a			
緪	agi8Y			
緪	af6Y	旧拼写	-	-
緶	pi2a			-
緺	Biaa			
縒	aDo			
縗	DVa			-
縤	aci6			
縨	fiTa			
縼	axuV			
繆	vLa			
繙	afi2			
繜	azu8			
纄	pi3a			
纇	alVr			
纇	rliV	旧拼写	-	-
纟	nuTa			
缋	ciVa			
缍	aDV			
缏	pi2a			
罇	7zu8			
罙	7i2H			
罣	4Bia			
罥	ju24			
罯	Ni24			
羒	gf8			
羙	xyuTH			
羣	qu8g			-
羫	gk3			
羵	f8g			
翏	mi6H			
習	5iab			
翭	nhi6			
翲	npiL			
翿	FiLn			
耈	tgi6			-
耈	jgi6	旧拼写	-	-
耉	tgi6			-
耊	det			-
耑	Fi2H			
聎	tiLTH			
聕	hiLT			
聠	pi8T			
聢	di8T			
聴	ti8T			
肀	HciY			
肜	ciee			
胕	e4i3			
胷	elx3			-
胷	ex3	旧拼写	-	-
胹	enuY			
脈	epiY			-
脝	eh8			
脮	etio			
脰	edi6			
脷	evV			
脺	DuVe			
脽	suVe			
腃	eju2			
腄	eDV			
腛	ewio			
腢	4i6e			
腤	Ni2e			
膄	es6			
膇	zuVe			
膐	jl1			
膐	el1	旧拼写	-	-
膔	4uLe			
膣	eHY			
膣	hu6e	旧拼写	-	-
膣	fHYe	旧拼写	-	-
膤	exue			
膪	ruYe			
膪	rVe	旧拼写	-	-
膰	ep2	pán		
膰	efi2	fán		
膵	eDuVy			
膶	eruV			
膷	xuTe			
膹	f8e			
臁	evi2			
臋	jFie			
臋	eFieH	旧拼写	-	-
臎	eDuVn			
臗	ec2			
臘	liae			-
臟	ruTe			
臤	k1H			
臲	nV4			
臽	quaH			
臿	ruaH			
舊	ju6y			
舡	qg3			
舨	b2q			
舺	4aq			
艕	bTq			
艠	qd8			
艶	zyo			
艻	ley			
艼	ydi8			
芆	Day			
芓	yHL			
芚	y78			
芢	r8y			
芧	y7L	zhù		
芧	sAy	xù		
芶	yg6			
芿	ru8y			
苀	hTy			
苝	ybiV			
苩	boy	bó		
苩	piay	pā		
苪	bi8y			
苮	xuoy			
苳	ydi3			
苼	ysu3			
茇	ybia			
茡	yfHL			
茤	ydo			
茩	gi6y			
茩	yh6	旧拼写	-	-
茲	HVy			
茷	yha			
荅	daH			
荌	yNi2			
荰	ydiAc			
荳	ydi6			
莀	yBi8			
莄	ygi8			
莋	yzoV			
莏	yDuL8			
莕	48y			
莗	yDue			
莟	yhi2			
莣	ywiT			
莥	yn6v			
莮	yl2			
莯	ymiA			
菈	lay			
菋	ywiL			
菐	piAH			
菓	ygio			
菙	yDV			
菬	yzL			
菮	g8y			
華	yfa			
菴	4i2y			
菸	y7iL			
菻	li8y			
菿	FLy			
萂	oyfie			
萔	7iL8			
萢	ypLE			
萫	yhT			
萴	yDe			
萻	Ni2y			
萿	ykioE			
葀	ykio8			
葐	p8y			
葔	yhi6			
葕	y4u2			
葽	yyL			
蒦	hoH			
蒩	yciah			
蒫	yDo			
蒳	nay			
蒾	yzmE			
蓅	yli6E			
蓆	N2y			
蓎	ytiT			
蓘	B8y			
蓙	yzuo			
蓜	ypiV			
蓞	ytL			
蓷	FVy			
蔏	ciTy			
蔕	ydiY			
蔘	yD2			
蔢	pioy			
蔲	yki6			-
蔵	ruTy			-
蕘	ruLy			-
蕡	f8y			
蕣	su8y			
蕥	ynya			
蕥	y4ya	旧拼写	-	-
蕯	yli3			
薆	4Yy			
薒	gEy			
薝	yHu2			
薱	dVy			
薶	mYy			
藊	yhbi2			
藴	yvi3a			-
藽	yFi8			
蘇	yco			
蘇	ycoH	旧拼写	-	-
蘋	ypi3			-
蘭	l2y			-
蘹	yfYY			
蘾	fYy			
虌	ybiev			
虌	biev	旧拼写	-	-
虍	HhiL			
虍	vaH	旧拼写	-	-
號	rL			-
號	vrL	旧拼写	-	-
虭	kdL			
虰	kdi8			
蚢	hTk			
蚮	kdY			
蚵	kkie			
蚻	kzac			
蚻	zak	旧拼写	-	-
蛥	kdo			
蜸	k1k			
蝳	kdiA			-
螆	HVk			
螌	kb2			
螑	xu6k			
螓	kFi3			
螚	n8k			
螥	kDuT			
螪	ciTk			
蟓	kxuT			
蟞	biek			
蟳	k5i8			
蠈	ru3k			
蠍	k52r			
蠔	khL			-
蠛	miek			
蠟	liak			-
蠰	nTk			
蠰	knT	旧拼写	-	-
蠶	BYk			-
衇	jpiY			
衵	urE			
袙	piau			
袛	udiTH			
袛	udiT	旧拼写	-	-
袳	udo			
裃	kau			
裄	5eu			
裄	uhT	旧拼写	-	-
裏	ulE			
補	bAu			-
裠	qu8uH			-
裠	qu8u	旧拼写	-	-
裡	ulEH			
裯	D6u			
裺	4i2u			
褀	uqEH			
褀	uqE	旧拼写	-	-
褃	uk8			
褅	udEH			
褅	udE	旧拼写	-	-
褆	ti6u			
褩	ub2			
褱	fYH			
褿	uDL			
襊	uzV			
襒	bieu			
襓	ruLu			
襙	kiLu			
襬	biYu			
襶	uFiY			
覌	B2T			-
覌	B2r	旧拼写	-	-
覩	F6j			
親	rFi8			
覴	Td8H			
覾	s8r			
訍	Dai			
訩	ix3			-
訫	i53			
訷	is8			
訸	ifie			
註	ika			
詀	iz2			
詪	h8i			-
詺	mi8i			
詻	loi			
詾	ilx3			
誇	ica			
誌	Hu6i			
認	iFr8			
誐	4ioi			
説	yuei	yuè		-
説	isuV	shuō/shuì		-
諎	Duoi			
諟	isE			-
諨	4iTi			
諪	it8			
諰	suYi			
謃	ix8			
謄	et8i			
謌	ige			
謦	Fi3i			
謿	iDuL			
譁	ifa			
譄	H3i			
譐	izu8			
譕	iw6			
譟	zuLi			
譲	rTi			-
讃	z2i			
诶	iNY			
谘	HLi			
豊	viVH			
豎	k12			
豖	zuoH			
豘	v78			
豦	5iVH			
豿	Hvgi6			
豿	vgi6H	旧拼写	-	-
貇	k8v			
貑	juav			
財	xDY			-
賁	p3H			-
賳	xzYo			
賶	xDuT			
購	g6xH			
贓	ruTx			
贜	xruTy			
趗	DB6			
趤	diTD			
趮	zuLDH			
趽	DfT			
跁	paD			
跕	Dz2	zhàn		
跕	diVD	dié		
跕	tieD	tiē		
跘	piTD	pán		
跘	DbiT	bàn		
跩	5ieD			
跫	Dki3			
跰	Dbi3			
踥	DqY			
踧	DcL			
踭	DH8			
踰	D7o			
踲	F8D			
蹆	D7V			
蹍	nu2D	niǎn		
蹍	Hu2D	zhǎn		
蹓	Dli6			
蹛	DdiY			
蹧	zLD			
蹵	j6DH			
躟	rTD			
躻	Dk3			
躿	DkiT			
軎	4VH			
軎	qk6	旧拼写	-	-
軎	oDue	旧拼写	-	-
軘	q78			
輙	qFT			
輦	nuVH			-
輫	pYq			
辝	HuV4			
辡	BEH			
辮	BEu			
辸	ru8z			
辺	zdL			
迊	huaz			
迋	zwT			
迒	hTz			
迴	zfiVH			
逩	b8z			
進	zVz			-
遈	zsE			
遊	76z			
運	yu8z			-
過	goz			-
遠	ztiV			-
遬	c6z			
遳	Doz			
遼	liLz			-
邟	hT1	háng		
邟	1kT	kàng		
邧	1yuo			
郂	1hY			
郖	1di6			
郠	1gi8			
郷	xuTH			-
郷	xuTj	旧拼写	-	-
鄇	1hi6			
鄧	1d8			-
鄮	1miT			
鄵	kiL1			
醡	zuY4			
醣	4tiT			
醩	zL4			
釦	Nk6			
釨	NHL			
釭	gTN			
釹	NnA			-
釹	NnAH	旧拼写	-	-
鈊	N53			
鈣	giYN			-
鈤	NrE			
鉎	Nsu3			
鉲	kaN			
銗	Nh6			
銙	Nca			
鋀	Ndi6			
鋶	li6N			-
鋹	BiTN			-
鋻	k1N			
鋽	FTN			
錊	NzuV			
錞	B3N			-
錩	NDT			
錬	veN			
錮	Nga			-
録	NlA			
錵	Nfia			
錹	Nk8			
錺	NyfT			
鍕	N58			
鍚	yTN			
鍠	NfiT			-
鍢	4iTN			
鍩	nuoN			-
鍭	Nhi6			-
鎃	NpiY			
鎈	NDo			
鎙	Nsuo			
鎯	NlT			
鎴	xEN			
鎵	Njua			-
鎶	Nge			-
鏒	Nk2			
鏩	NH2H			
鏪	NDL			
鏮	NkiT			
鏴	Nvo			
鏾	Nsua			
鐁	NnuT			
鐅	pieN			
鐏	Nzu8			-
鑑	jVN			-
鑟	dAN			
鑧	Nc2			
钶	Nkie			
钸	Nb3			
铦	ti2N			
镙	NliV			
镟	NxuV			
門	m8			-
門	Hm8	旧拼写	-	-
開	mkY			
閗	md6			
閤	mhie			
闇	Ni2m			
闘	mdi6			
阞	le1			
阢	wiY1			
阧	1d6			
陃	bi81H			
陏	FioH			
隢	ruL1			
隣	v81			-
隥	1d8H			
隨	sVz			-
隨	sVzH	旧拼写	-	-
雚	fi6H			
離	nviV			
雲	6yu8			
霂	6miA			
霑	6z2			
霡	6piY			
霡	miY6	旧拼写	-	-
霡	miYe	旧拼写	-	-
霢	6piY			
霩	gio6			
靁	6liV			
靉	4Y6			-
靚	N8TH			-
靚	Tq8	旧拼写	-	-
靵	n6x			
鞉	7Lx			
